sample_name,outcome,predictor,predictor_type,test_family,n_complete,public_n_complete,n_outcome_yes,n_outcome_no,n_predictor_levels,weighted_pct_outcome_yes_overall,effect_measure,effect_value,weighted_mean_predictor_yes,weighted_mean_predictor_no,p_value,test_status,p_value_bh,preliminary_bivariate_decision,effect_abs,outcome_label,preliminary_outcome_decision,predictor_label,predictor_type_main,predictor_role,preliminary_modeling_decision
main_grade_10_12,a_H1CO3_yesno,num_H1HS9,binary,binary_outcome_by_categorical_predictor,1756,1756,1200,556,2,68.57454627156793,range_weighted_pct_yes_across_predictor_categories,6.37128844541904,NA,NA,0.09382469197059258,rao_scott_chisq_completed,0.1742458565168148,no_bivariate_evidence,6.37128844541904,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1RP6,categorical,binary_outcome_by_categorical_predictor,1745,1745,1191,554,5,68.45546966464285,range_weighted_pct_yes_across_predictor_categories,12.65198100729961,NA,NA,0.10117749335689569,rao_scott_chisq_completed,0.18268158522772832,no_bivariate_evidence,12.65198100729961,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1TS8,binary,binary_outcome_by_categorical_predictor,1755,1755,1199,556,2,68.54074392351987,range_weighted_pct_yes_across_predictor_categories,8.003816871404396,NA,NA,0.10822453046931117,rao_scott_chisq_completed,0.1901241751487899,no_bivariate_evidence,8.003816871404396,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1MO3,categorical,binary_outcome_by_categorical_predictor,1720,1720,1179,541,5,69.02974114002943,range_weighted_pct_yes_across_predictor_categories,12.123262455856704,NA,NA,0.11358021080207387,rao_scott_chisq_completed,0.1942819395298632,no_bivariate_evidence,12.123262455856704,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1MO13,categorical,binary_outcome_by_categorical_predictor,1718,1718,1178,540,5,69.10744231050238,range_weighted_pct_yes_across_predictor_categories,10.610187935733194,NA,NA,0.14000462834938895,rao_scott_chisq_completed,0.2333410472489816,no_bivariate_evidence,10.610187935733194,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1MO14,categorical,binary_outcome_by_categorical_predictor,1719,1719,1178,541,5,69.00605387885835,range_weighted_pct_yes_across_predictor_categories,10.536455872722485,NA,NA,0.14930915814351955,rao_scott_chisq_completed,0.2426273819832193,no_bivariate_evidence,10.536455872722485,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1WP2,binary,binary_outcome_by_categorical_predictor,1669,1669,1147,522,2,69.17042934671198,range_weighted_pct_yes_across_predictor_categories,5.592254248203631,NA,NA,0.17499063570851398,rao_scott_chisq_completed,0.25941406776445936,no_bivariate_evidence,5.592254248203631,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1ED23,categorical,binary_outcome_by_categorical_predictor,1756,1756,1200,556,5,68.57454627156793,range_weighted_pct_yes_across_predictor_categories,12.05870065937566,NA,NA,0.17972314943966025,rao_scott_chisq_completed,0.25941406776445936,no_bivariate_evidence,12.05870065937566,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,a_grade_wave1,categorical,binary_outcome_by_categorical_predictor,1756,1756,1200,556,3,68.57454627156793,range_weighted_pct_yes_across_predictor_categories,5.2561590281839585,NA,NA,0.1818801114234524,rao_scott_chisq_completed,0.25941406776445936,no_bivariate_evidence,5.2561590281839585,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,core_covariate,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,derived_grade_wave1,categorical,binary_outcome_by_categorical_predictor,1756,1756,1200,556,3,68.57454627156793,range_weighted_pct_yes_across_predictor_categories,5.2561590281839585,NA,NA,0.1818801114234524,rao_scott_chisq_completed,0.25941406776445936,no_bivariate_evidence,5.2561590281839585,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,script05_derived_variable,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1GI20,categorical,binary_outcome_by_categorical_predictor,1756,1756,1200,556,3,68.57454627156793,range_weighted_pct_yes_across_predictor_categories,5.2561590281839585,NA,NA,0.1818801114234524,rao_scott_chisq_completed,0.25941406776445936,no_bivariate_evidence,5.2561590281839585,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1RF1,continuous,binary_outcome_by_continuous_predictor,1100,1100,757,343,NA,69.07836589396813,weighted_mean_difference_yes_minus_no,0.25481423696949346,5.65915440895201,5.404340171982517,0.1835853402640789,weighted_t_test_completed,0.25941406776445936,no_bivariate_evidence,0.25481423696949346,NA,candidate_outcome_for_bivariate_analysis,NA,continuous,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1MO10,categorical,binary_outcome_by_categorical_predictor,1719,1719,1179,540,5,69.04373632405043,range_weighted_pct_yes_across_predictor_categories,8.258220664724277,NA,NA,0.19826226588596324,rao_scott_chisq_completed,0.2741924953742045,no_bivariate_evidence,8.258220664724277,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1GI1Y,categorical,binary_outcome_by_categorical_predictor,1756,1756,1200,556,7,68.57454627156793,range_weighted_pct_yes_across_predictor_categories,40.43545386067292,NA,NA,0.21592142641610534,rao_scott_chisq_completed,0.29239359827180933,no_bivariate_evidence,40.43545386067292,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,derived_age_wave1,categorical,binary_outcome_by_categorical_predictor,1756,1756,1200,556,8,68.57454627156793,range_weighted_pct_yes_across_predictor_categories,70.56149795871222,NA,NA,0.22177107640743127,rao_scott_chisq_completed,0.29418612176495984,no_bivariate_evidence,70.56149795871222,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,script05_derived_variable,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1ED19,categorical,binary_outcome_by_categorical_predictor,1754,1754,1198,556,5,68.55773788040705,range_weighted_pct_yes_across_predictor_categories,10.783189450553742,NA,NA,0.23046165939868116,rao_scott_chisq_completed,0.29960015721828553,no_bivariate_evidence,10.783189450553742,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1MO1,categorical,binary_outcome_by_categorical_predictor,1718,1718,1177,541,5,68.98782159571074,range_weighted_pct_yes_across_predictor_categories,10.872194812538247,NA,NA,0.2673643228952953,rao_scott_chisq_completed,0.34075845074890576,no_bivariate_evidence,10.872194812538247,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1MO11,categorical,binary_outcome_by_categorical_predictor,1710,1710,1174,536,5,69.19323713732948,range_weighted_pct_yes_across_predictor_categories,10.525562192563044,NA,NA,0.27991008956803887,rao_scott_chisq_completed,0.3452320115758222,no_bivariate_evidence,10.525562192563044,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1ED24,categorical,binary_outcome_by_categorical_predictor,1756,1756,1200,556,5,68.57454627156793,range_weighted_pct_yes_across_predictor_categories,10.691735589814797,NA,NA,0.2826997241605669,rao_scott_chisq_completed,0.3452320115758222,no_bivariate_evidence,10.691735589814797,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1RP3,categorical,binary_outcome_by_categorical_predictor,1751,1751,1198,553,5,68.74649094795582,range_weighted_pct_yes_across_predictor_categories,22.038566896030204,NA,NA,0.28768880203788977,rao_scott_chisq_completed,0.3452320115758222,no_bivariate_evidence,22.038566896030204,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1WP9,categorical,binary_outcome_by_categorical_predictor,1595,1595,1103,492,5,69.61830906679161,range_weighted_pct_yes_across_predictor_categories,13.140491906031727,NA,NA,0.29505430711613934,rao_scott_chisq_completed,0.3452320115758222,no_bivariate_evidence,13.140491906031727,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,a_age_wave1,continuous,binary_outcome_by_continuous_predictor,1756,1756,1200,556,NA,68.57454627156793,weighted_mean_difference_yes_minus_no,-0.060080125944153906,17.103714555773266,17.16379468171742,0.29743065612686215,weighted_t_test_completed,0.3452320115758222,no_bivariate_evidence,0.060080125944153906,NA,candidate_outcome_for_bivariate_analysis,NA,continuous,core_covariate,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_IMONTH,categorical,binary_outcome_by_categorical_predictor,1756,1756,1200,556,10,68.57454627156793,range_weighted_pct_yes_across_predictor_categories,67.27184789904575,NA,NA,0.32647791213736427,rao_scott_chisq_completed,0.37229937348997677,no_bivariate_evidence,67.27184789904575,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1GI1M,continuous,binary_outcome_by_continuous_predictor,1756,1756,1200,556,NA,68.57454627156793,weighted_mean_difference_yes_minus_no,0.1598971149374533,6.7290668655093935,6.56916975057194,0.43805088549252513,weighted_t_test_completed,0.49091909581058846,no_bivariate_evidence,0.1598971149374533,NA,candidate_outcome_for_bivariate_analysis,NA,continuous,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1PF17,categorical,binary_outcome_by_categorical_predictor,1704,1704,1173,531,5,69.25812787128537,range_weighted_pct_yes_across_predictor_categories,7.549087954208332,NA,NA,0.5268483077282773,rao_scott_chisq_completed,0.5804261017345428,no_bivariate_evidence,7.549087954208332,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_BIO_SEX,categorical,binary_outcome_by_categorical_predictor,1756,1756,1200,556,2,68.57454627156793,range_weighted_pct_yes_across_predictor_categories,1.169678716049134,NA,NA,0.6387270085340486,rao_scott_chisq_completed,0.6919542592452192,no_bivariate_evidence,1.169678716049134,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1MO12,categorical,binary_outcome_by_categorical_predictor,1714,1714,1177,537,5,69.20876339373169,range_weighted_pct_yes_across_predictor_categories,5.68104287709626,NA,NA,0.7394360305772585,rao_scott_chisq_completed,0.7879236391397018,no_bivariate_evidence,5.68104287709626,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1WP8,categorical,binary_outcome_by_categorical_predictor,1668,1668,1146,522,8,69.15618865249706,range_weighted_pct_yes_across_predictor_categories,9.112554010148244,NA,NA,0.7782736066282198,rao_scott_chisq_completed,0.8159320069489401,no_bivariate_evidence,9.112554010148244,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_PA21,binary,binary_outcome_by_categorical_predictor,1426,1426,980,446,2,69.13726874295847,range_weighted_pct_yes_across_predictor_categories,0.8285786202889653,NA,NA,0.871847090112878,rao_scott_chisq_completed,0.8859760541025067,no_bivariate_evidence,0.8285786202889653,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1PF9,categorical,binary_outcome_by_categorical_predictor,1716,1716,1172,544,5,68.68415602571062,range_weighted_pct_yes_across_predictor_categories,7.419815939935191,NA,NA,0.8723456532701604,rao_scott_chisq_completed,0.8859760541025067,no_bivariate_evidence,7.419815939935191,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1WP1,binary,binary_outcome_by_categorical_predictor,1668,1668,1146,522,2,69.14450332192749,range_weighted_pct_yes_across_predictor_categories,0.1842231861479604,NA,NA,0.9424944331890867,rao_scott_chisq_completed,0.9424944331890867,no_bivariate_evidence,0.1842231861479604,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,a_female,binary,binary_outcome_by_categorical_predictor,1756,1756,1200,556,1,68.57454627156793,range_weighted_pct_yes_across_predictor_categories,0,NA,NA,NA,insufficient_complete_cases_or_cells,NA,test_not_available,0,NA,candidate_outcome_for_bivariate_analysis,NA,binary,core_covariate,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,derived_grade_10_12_flag,binary,binary_outcome_by_categorical_predictor,1756,1756,1200,556,1,68.57454627156793,range_weighted_pct_yes_across_predictor_categories,0,NA,NA,NA,insufficient_complete_cases_or_cells,NA,test_not_available,0,NA,candidate_outcome_for_bivariate_analysis,NA,binary,script05_derived_variable,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,derived_main_sample_flag,binary,binary_outcome_by_categorical_predictor,1756,1756,1200,556,1,68.57454627156793,range_weighted_pct_yes_across_predictor_categories,0,NA,NA,NA,insufficient_complete_cases_or_cells,NA,test_not_available,0,NA,candidate_outcome_for_bivariate_analysis,NA,binary,script05_derived_variable,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1CO1,binary,binary_outcome_by_categorical_predictor,1756,1756,1200,556,1,68.57454627156793,range_weighted_pct_yes_across_predictor_categories,0,NA,NA,NA,insufficient_complete_cases_or_cells,NA,test_not_available,0,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_IYEAR,categorical,binary_outcome_by_categorical_predictor,1756,1756,1200,556,1,68.57454627156793,range_weighted_pct_yes_across_predictor_categories,0,NA,NA,NA,insufficient_complete_cases_or_cells,NA,test_not_available,0,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1BC1,categorical,binary_outcome_by_categorical_predictor,1742,1742,1199,543,5,69.07150354900266,range_weighted_pct_yes_across_predictor_categories,35.53121342176758,NA,NA,3.3701105047959794e-23,rao_scott_chisq_completed,2.1905718281173866e-21,candidate_association_after_bh_adjustment,35.53121342176758,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1BC3,categorical,binary_outcome_by_categorical_predictor,1741,1741,1199,542,5,69.10432592272772,range_weighted_pct_yes_across_predictor_categories,35.477926498781976,NA,NA,9.27327746147085e-19,rao_scott_chisq_completed,3.0138151749780264e-17,candidate_association_after_bh_adjustment,35.477926498781976,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1BC4,categorical,binary_outcome_by_categorical_predictor,1742,1742,1199,543,5,69.06876706335626,range_weighted_pct_yes_across_predictor_categories,34.03247587731128,NA,NA,1.4514271317600731e-18,rao_scott_chisq_completed,3.144758785480159e-17,candidate_association_after_bh_adjustment,34.03247587731128,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1SE2,categorical,binary_outcome_by_categorical_predictor,1742,1742,1199,543,6,69.1907913891178,range_weighted_pct_yes_across_predictor_categories,39.729689720183465,NA,NA,5.962456200152792e-15,rao_scott_chisq_completed,9.688991325248287e-14,candidate_association_after_bh_adjustment,39.729689720183465,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1BC5,categorical,binary_outcome_by_categorical_predictor,1736,1736,1193,543,5,68.97315237685946,range_weighted_pct_yes_across_predictor_categories,27.37216931783339,NA,NA,2.1054604237544252e-13,rao_scott_chisq_completed,2.7370985508807528e-12,candidate_association_after_bh_adjustment,27.37216931783339,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1SE1,categorical,binary_outcome_by_categorical_predictor,1740,1740,1197,543,6,69.15766396088866,range_weighted_pct_yes_across_predictor_categories,31.96354010023331,NA,NA,5.375360369494278e-11,rao_scott_chisq_completed,5.823307066952134e-10,candidate_association_after_bh_adjustment,31.96354010023331,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1BC7,categorical,binary_outcome_by_categorical_predictor,1743,1743,1199,544,5,69.02114553594951,range_weighted_pct_yes_across_predictor_categories,37.887102127766994,NA,NA,1.9760588719718876e-10,rao_scott_chisq_completed,1.8349118096881815e-9,candidate_association_after_bh_adjustment,37.887102127766994,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1SE3,categorical,binary_outcome_by_categorical_predictor,1744,1744,1200,544,6,69.15117173070932,range_weighted_pct_yes_across_predictor_categories,26.011150124859476,NA,NA,1.5062899255494036e-9,rao_scott_chisq_completed,1.2238605645088903e-8,candidate_association_after_bh_adjustment,26.011150124859476,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1MO10,categorical,binary_outcome_by_categorical_predictor,1712,1712,1186,526,5,69.78943516462351,range_weighted_pct_yes_across_predictor_categories,23.94804926933879,NA,NA,6.8863675674831555e-9,rao_scott_chisq_completed,4.973487687626723e-8,candidate_association_after_bh_adjustment,23.94804926933879,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1BC2,categorical,binary_outcome_by_categorical_predictor,1742,1742,1199,543,5,69.07420940904423,range_weighted_pct_yes_across_predictor_categories,25.300057500815072,NA,NA,8.193498638508106e-9,rao_scott_chisq_completed,5.325774115030269e-8,candidate_association_after_bh_adjustment,25.300057500815072,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1MO9,categorical,binary_outcome_by_categorical_predictor,1710,1710,1184,526,5,69.7575687581514,range_weighted_pct_yes_across_predictor_categories,19.783369773395854,NA,NA,5.775507211798169e-7,rao_scott_chisq_completed,3.4127997160625542e-6,candidate_association_after_bh_adjustment,19.783369773395854,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1PR8,categorical,binary_outcome_by_categorical_predictor,1747,1747,1201,546,6,68.97686423878918,range_weighted_pct_yes_across_predictor_categories,48.2979342915713,NA,NA,4.214457098930562e-6,rao_scott_chisq_completed,2.282830928587388e-5,candidate_association_after_bh_adjustment,48.2979342915713,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1BC8,categorical,binary_outcome_by_categorical_predictor,1737,1737,1196,541,5,69.07283292833401,range_weighted_pct_yes_across_predictor_categories,20.36137146008766,NA,NA,6.942619964502343e-6,rao_scott_chisq_completed,3.273714386363716e-5,candidate_association_after_bh_adjustment,20.36137146008766,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1PF6,categorical,binary_outcome_by_categorical_predictor,1745,1745,1201,544,5,69.18015690466264,range_weighted_pct_yes_across_predictor_categories,48.04174516582121,NA,NA,7.05107713986031e-6,rao_scott_chisq_completed,3.273714386363716e-5,candidate_association_after_bh_adjustment,48.04174516582121,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1MO14,categorical,binary_outcome_by_categorical_predictor,1712,1712,1187,525,5,69.84978326383023,range_weighted_pct_yes_across_predictor_categories,15.068713905424516,NA,NA,1.1428669063092725e-4,rao_scott_chisq_completed,4.952423260673514e-4,candidate_association_after_bh_adjustment,15.068713905424516,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1PR3,categorical,binary_outcome_by_categorical_predictor,1748,1748,1202,546,5,69.01311285745244,range_weighted_pct_yes_across_predictor_categories,46.015431060951435,NA,NA,1.3091039665667558e-4,rao_scott_chisq_completed,5.318234864177446e-4,candidate_association_after_bh_adjustment,46.015431060951435,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1BC6,categorical,binary_outcome_by_categorical_predictor,1740,1740,1197,543,5,69.02488223037021,range_weighted_pct_yes_across_predictor_categories,17.20401758783148,NA,NA,1.4335075353517996e-4,rao_scott_chisq_completed,5.48105822340394e-4,candidate_association_after_bh_adjustment,17.20401758783148,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1PA7,binary,binary_outcome_by_categorical_predictor,1710,1710,1182,528,2,69.47456203681642,range_weighted_pct_yes_across_predictor_categories,9.321163156484936,NA,NA,4.181153651682908e-4,rao_scott_chisq_completed,0.0015098610408854946,candidate_association_after_bh_adjustment,9.321163156484936,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1PR7,categorical,binary_outcome_by_categorical_predictor,1747,1747,1201,546,6,68.97686423878918,range_weighted_pct_yes_across_predictor_categories,73.98987092485652,NA,NA,0.0011727078116208812,rao_scott_chisq_completed,0.004011895145018804,candidate_association_after_bh_adjustment,73.98987092485652,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1RM1,continuous,binary_outcome_by_continuous_predictor,1584,1584,1100,484,NA,69.97499604300862,weighted_mean_difference_yes_minus_no,0.42700561946076476,5.622034364163188,5.195028744702423,0.0035345866199967568,weighted_t_test_completed,0.01148740651498946,candidate_association_after_bh_adjustment,0.42700561946076476,NA,candidate_outcome_for_bivariate_analysis,NA,continuous,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1GH46,categorical,binary_outcome_by_categorical_predictor,1747,1747,1202,545,5,69.05722495538308,range_weighted_pct_yes_across_predictor_categories,30.98632141054297,NA,NA,0.004350199580864183,rao_scott_chisq_completed,0.013464903464579615,candidate_association_after_bh_adjustment,30.98632141054297,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1PA3,categorical,binary_outcome_by_categorical_predictor,1573,1573,1096,477,5,70.23585259239678,range_weighted_pct_yes_across_predictor_categories,12.759406415998598,NA,NA,0.007722148701515069,rao_scott_chisq_completed,0.022815439345385432,candidate_association_after_bh_adjustment,12.759406415998598,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1MO11,categorical,binary_outcome_by_categorical_predictor,1704,1704,1182,522,5,69.94362887726804,range_weighted_pct_yes_across_predictor_categories,15.874414746602156,NA,NA,0.008374140524127983,rao_scott_chisq_completed,0.023666049307318214,candidate_association_after_bh_adjustment,15.874414746602156,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1WP8,categorical,binary_outcome_by_categorical_predictor,1661,1661,1154,507,8,69.9047231657766,range_weighted_pct_yes_across_predictor_categories,14.860774878970169,NA,NA,0.014433823749511238,rao_scott_chisq_completed,0.03885632363417837,candidate_association_after_bh_adjustment,14.860774878970169,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_PA55,continuous,binary_outcome_by_continuous_predictor,1230,1230,871,359,NA,70.98429587682642,weighted_mean_difference_yes_minus_no,7.85076568665891,48.55208089562225,40.70131520896334,0.014944739859299372,weighted_t_test_completed,0.03885632363417837,candidate_association_after_bh_adjustment,7.85076568665891,NA,candidate_outcome_for_bivariate_analysis,NA,continuous,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1HS9,binary,binary_outcome_by_categorical_predictor,1749,1749,1203,546,2,69.0345058150734,range_weighted_pct_yes_across_predictor_categories,9.051235123886869,NA,NA,0.01626913224918101,rao_scott_chisq_completed,0.039242388747396634,candidate_association_after_bh_adjustment,9.051235123886869,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1PR2,categorical,binary_outcome_by_categorical_predictor,1748,1748,1202,546,6,69.01311285745244,range_weighted_pct_yes_across_predictor_categories,14.425388943529235,NA,NA,0.01635665820775003,rao_scott_chisq_completed,0.039242388747396634,candidate_association_after_bh_adjustment,14.425388943529235,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1RF1,continuous,binary_outcome_by_continuous_predictor,1096,1096,776,320,NA,71.27061839472074,weighted_mean_difference_yes_minus_no,0.46113525414114154,5.7137028300553245,5.252567575914183,0.016904413614263165,weighted_t_test_completed,0.039242388747396634,candidate_association_after_bh_adjustment,0.46113525414114154,NA,candidate_outcome_for_bivariate_analysis,NA,continuous,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1PR5,categorical,binary_outcome_by_categorical_predictor,1748,1748,1202,546,6,69.01311285745244,range_weighted_pct_yes_across_predictor_categories,72.8130266079819,NA,NA,0.024401455781233358,rao_scott_chisq_completed,0.054692918130350626,candidate_association_unadjusted_only,72.8130266079819,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1RP5,categorical,binary_outcome_by_categorical_predictor,1739,1739,1196,543,5,69.02829310943987,range_weighted_pct_yes_across_predictor_categories,13.83407669993209,NA,NA,0.025273404496542088,rao_scott_chisq_completed,0.05475904307584119,candidate_association_unadjusted_only,13.83407669993209,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
